C_MNTH,C_WDAY,C_HOUR,C_VEHS,C_RCFG,C_WTHR,C_RSUR,C_RALN,C_TRAF,V_TYPE,P_SEX,P_AGE,P_PSN,P_ISEV,P_SAFE,P_USER,V_AGE
8,1,4,4,1,1,1,1,18,1,0,19,11,1,2,1,14
10,4,8,4,1,1,1,1,18,1,1,71,11,1,2,1,2
10,5,14,2,1,3,2,1,18,1,1,21,11,1,2,1,7
12,1,10,2,2,1,4,2,18,1,1,25,12,1,2,2,11
6,1,14,3,2,3,2,1,18,1,1,23,11,1,2,1,5
1,1,9,2,3,2,5,1,18,1,0,63,11,1,2,1,9
5,2,11,3,2,1,1,1,1,1,1,42,11,1,2,1,2
9,3,23,2,1,1,1,3,18,1,1,36,11,1,2,1,5
8,1,15,3,2,2,1,1,1,1,1,56,13,1,2,2,10
5,6,7,2,1,2,2,1,18,1,0,22,11,1,2,1,3
11,5,22,2,1,1,2,1,18,1,0,9,23,1,2,2,13
6,6,1,3,1,1,1,1,18,1,1,24,11,1,2,1,13
12,4,21,2,1,1,1,1,18,1,0,16,11,1,1,1,13
4,7,23,2,1,3,2,1,18,1,0,30,11,1,2,1,8
9,2,16,2,1,1,1,1,18,1,1,18,11,1,1,1,15
9,6,16,2,1,1,1,1,18,1,1,20,11,1,2,1,14
9,1,20,2,1,1,1,4,18,1,1,58,11,1,13,1,6
6,3,15,3,1,1,1,1,18,1,1,49,11,1,2,1,16
1,2,14,2,2,1,5,1,18,1,1,43,11,1,2,1,14
9,1,11,2,1,1,1,2,18,1,0,35,11,1,2,1,2
8,7,9,4,1,1,1,1,18,1,0,13,11,1,2,1,11
3,5,2,3,2,1,1,1,1,1,0,18,21,1,2,2,13
7,7,5,3,1,1,1,1,18,1,1,21,13,1,2,2,7
7,2,8,2,1,1,1,1,18,1,0,40,11,1,2,1,12
3,1,14,2,3,1,1,1,3,1,1,68,11,1,2,1,14
7,7,5,2,3,1,1,1,18,1,1,38,11,1,2,1,4
4,5,17,2,2,1,1,3,18,14,1,35,11,1,9,5,2
2,4,1,3,2,1,1,2,3,1,1,36,11,1,2,1,2
3,6,0,2,1,1,1,1,18,1,1,22,11,1,2,1,12
5,3,22,2,1,1,1,1,18,1,0,39,11,1,2,1,11
3,5,18,2,1,1,3,1,18,1,1,38,12,1,2,2,19
1,3,1,4,1,2,5,1,18,1,0,57,13,1,1,2,2
5,4,10,2,1,1,2,1,18,9,1,7,23,1,1,2,6
7,7,2,3,1,1,1,1,18,1,0,27,11,1,2,1,3
2,5,9,2,2,1,1,1,18,1,0,20,11,1,2,1,15
9,2,21,2,1,1,1,1,18,14,0,16,11,1,9,5,5
9,5,12,4,2,1,1,1,18,1,0,58,11,1,2,1,19
6,2,14,2,1,1,1,1,18,1,1,60,11,1,2,1,3
6,1,2,3,2,1,1,1,18,1,1,26,11,1,12,1,10
1,1,5,2,1,3,5,4,18,8,0,29,11,0,2,1,5
1,1,15,2,2,1,1,1,3,1,0,67,11,0,2,1,22
1,2,20,3,1,1,1,1,18,8,0,35,11,0,2,1,8
1,2,20,3,1,1,1,1,18,1,1,26,12,0,2,2,9
1,2,20,3,1,1,1,1,18,1,0,50,22,0,2,2,9
1,2,2,2,2,1,1,1,1,1,0,56,11,0,2,1,13
1,2,9,2,1,1,2,1,18,1,0,45,11,0,2,1,15
1,2,13,2,1,4,5,1,18,1,1,20,11,0,2,1,14
1,2,13,2,1,4,5,1,18,1,1,18,13,0,2,2,14
1,2,14,2,2,4,5,1,3,1,0,50,11,0,2,1,8
1,2,8,3,1,6,5,1,18,7,0,45,11,0,2,1,7
1,2,8,3,1,6,5,1,18,7,0,59,11,0,2,1,7
1,4,15,2,2,1,5,1,1,5,0,51,11,0,2,1,25
1,4,15,2,2,1,5,1,1,5,0,50,13,0,2,2,25
1,5,14,2,1,1,1,1,18,1,0,80,11,0,2,1,7
1,5,23,2,1,4,4,1,18,1,1,44,11,0,2,1,11
1,5,16,2,2,1,5,1,18,1,0,72,11,0,2,1,4
1,5,15,2,1,3,3,1,18,1,0,33,11,0,2,1,4
1,5,15,2,1,3,3,1,18,1,1,9,22,0,2,2,3
1,5,19,2,2,5,5,1,3,1,0,37,11,0,2,1,9
1,6,10,2,1,4,3,1,18,1,1,67,11,0,2,1,9
1,6,10,2,1,4,3,1,18,1,1,39,13,0,2,2,9
1,6,10,2,1,4,3,1,18,1,1,3,23,0,2,2,9
1,6,18,2,2,4,3,3,18,1,0,43,11,0,2,1,4
1,7,17,3,1,1,2,1,18,1,1,69,11,0,2,1,4
1,7,17,3,1,1,2,1,18,1,1,60,13,0,2,2,19
1,7,13,3,2,4,3,6,1,1,0,20,11,0,2,1,13
1,7,13,3,2,4,3,6,1,1,0,63,11,0,2,1,8
1,7,21,2,1,1,5,1,18,1,0,36,11,0,2,1,12
1,7,16,2,3,1,1,1,18,1,0,77,11,0,2,1,2
1,7,16,2,1,1,2,1,18,1,1,66,11,0,2,1,10
1,7,5,2,2,1,2,1,3,1,0,31,11,0,2,1,2
1,7,5,2,2,1,2,1,3,6,1,28,13,0,2,2,6
2,1,10,3,1,1,1,1,18,1,0,71,11,0,2,1,2
2,2,17,2,1,1,3,1,18,1,0,49,11,0,1,1,2
2,3,11,2,1,1,1,1,18,1,0,71,11,0,2,1,2
2,3,11,2,1,1,1,1,18,1,0,30,11,0,2,1,4
2,3,8,2,1,1,3,5,18,1,0,37,11,0,2,1,18
2,3,8,2,1,1,3,5,18,1,1,53,13,0,2,2,12
2,3,17,2,1,1,1,1,18,1,0,48,11,0,2,1,17
2,3,15,2,1,1,1,1,18,1,0,42,13,0,2,2,5
2,3,6,5,1,6,3,2,18,1,1,59,11,0,2,1,4
2,3,21,2,2,1,1,1,1,1,1,37,12,0,1,2,3
2,3,21,2,2,1,1,1,1,1,1,31,13,0,1,2,3
2,3,21,2,1,1,1,2,18,1,1,75,13,0,2,2,9
2,3,7,2,3,1,2,1,18,1,1,41,11,0,2,1,7
2,3,8,3,1,1,2,3,18,1,1,16,13,0,2,2,9
2,5,21,2,2,4,3,5,18,1,0,50,11,0,2,1,21
2,5,12,6,1,6,5,5,18,1,0,22,11,0,2,1,6
2,5,12,6,1,6,5,5,18,1,0,72,11,0,2,1,10
2,5,12,6,1,6,5,5,18,1,1,20,11,0,2,1,6
2,5,12,6,1,6,5,5,18,1,0,18,11,0,2,1,4
2,5,12,6,1,6,5,5,18,1,0,18,13,0,2,2,4
2,5,12,6,1,6,5,5,18,1,0,18,23,0,2,2,4
2,5,9,2,1,6,3,1,18,8,0,40,11,0,2,1,11
2,7,8,2,3,1,1,1,18,1,0,26,11,0,2,1,4
2,7,8,2,3,1,1,1,18,1,1,10,22,0,2,2,3
2,7,18,2,1,1,1,1,18,1,0,31,11,0,2,1,11
2,7,18,2,1,1,1,1,18,1,1,11,21,0,2,2,11
2,7,18,2,1,1,1,1,18,1,1,9,22,0,2,2,11
3,1,7,2,1,1,1,1,18,7,0,32,13,0,2,2,3
3,1,16,2,3,1,1,1,18,1,1,52,11,0,2,1,2
3,1,23,2,1,1,1,1,18,1,1,22,11,0,2,1,9
3,1,23,2,1,1,1,1,18,1,0,25,11,0,1,1,8
3,2,7,2,1,1,1,1,18,1,1,20,11,0,2,1,13
3,2,7,2,1,1,1,1,18,1,0,36,13,0,2,2,5
3,2,7,2,1,1,1,1,18,1,0,2,23,0,2,2,5
3,2,11,2,1,3,2,1,18,11,1,47,21,0,13,2,24
3,2,11,2,1,3,2,1,18,11,1,56,23,0,13,2,24
3,2,17,2,1,1,1,1,18,1,0,3,21,0,2,2,3
3,2,17,2,1,1,1,1,18,1,1,2,23,0,2,2,3
3,3,7,2,1,4,5,1,18,7,0,41,13,0,2,2,2
3,3,15,2,3,1,1,1,18,1,0,17,11,0,2,1,10
3,3,15,2,3,1,1,1,18,1,0,18,13,0,2,2,10
3,4,16,2,2,1,1,1,18,11,0,58,11,0,2,1,7
3,4,14,2,2,1,1,1,18,1,0,69,11,0,2,1,5
3,4,14,2,3,1,1,1,18,7,0,62,11,0,2,1,7
3,4,14,2,3,1,1,1,18,7,1,62,13,0,2,2,7
3,5,8,2,1,1,1,1,18,1,1,30,11,0,2,1,11
3,5,18,2,1,1,1,1,18,1,0,21,13,0,2,2,14
3,5,14,2,3,1,1,1,18,1,1,48,11,0,2,1,7
3,5,8,2,1,1,1,1,18,9,0,70,11,0,2,1,1
3,5,8,2,1,1,1,1,18,9,0,10,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,8,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,13,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,11,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,10,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,7,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,9,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,13,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,7,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,9,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,13,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,13,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,11,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,14,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,9,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,7,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,11,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,11,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,13,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,9,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,10,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,12,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,9,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,12,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,11,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,1,10,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,10,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,6,32,0,13,2,1
3,5,8,2,1,1,1,1,18,9,0,8,32,0,13,2,1
3,7,13,2,1,1,1,1,18,1,0,33,11,0,2,1,8
3,7,13,2,1,1,1,1,18,1,1,37,13,0,2,2,8
3,7,10,2,1,1,1,1,18,1,0,66,11,0,2,1,6
3,7,10,2,1,1,1,1,18,1,1,67,13,0,2,2,6
3,7,10,2,1,1,1,1,18,1,1,65,23,0,2,2,6
3,7,10,2,1,1,1,1,18,1,1,19,13,0,2,2,9
3,7,10,2,1,1,1,1,18,1,0,14,21,0,2,2,9
3,7,10,2,1,1,1,1,18,1,0,14,23,0,2,2,9
3,7,19,2,1,1,1,1,18,1,1,18,11,0,2,1,9
3,7,19,2,1,1,1,1,18,1,1,19,21,0,2,2,9
3,7,19,2,1,1,1,1,18,1,1,19,23,0,2,2,9
4,1,14,3,1,1,1,2,18,1,0,63,12,0,2,2,1
4,2,0,2,3,5,5,1,18,1,0,31,21,0,2,2,12
4,3,7,2,2,1,1,1,1,8,0,36,12,0,2,2,14
4,3,14,4,1,3,2,1,18,1,0,57,13,0,2,2,3
4,5,18,2,1,6,3,1,18,1,0,26,13,0,2,2,13
4,5,17,2,2,3,2,1,1,1,1,17,11,0,2,1,11
4,5,12,3,1,1,2,1,18,7,0,57,11,0,2,1,3
4,5,17,2,2,1,1,1,1,11,1,60,11,0,2,1,7
4,5,10,2,1,1,1,2,18,1,0,57,11,0,2,1,4
4,6,15,2,1,2,2,1,18,1,1,6,13,0,2,2,11
4,6,15,2,1,2,2,1,18,1,0,4,21,0,1,2,11
4,7,2,2,1,1,1,1,18,1,0,23,11,0,2,1,14
5,2,16,2,1,1,1,1,18,1,1,65,11,0,2,1,11
5,2,8,3,2,1,1,1,18,1,0,27,11,0,2,1,7
5,2,17,2,2,1,1,1,2,1,1,31,11,0,2,1,8
5,2,17,2,2,1,1,1,2,1,1,29,11,0,2,1,5
5,2,10,4,1,1,1,1,18,1,0,63,11,0,2,1,9
5,2,10,4,1,1,1,1,18,1,1,66,13,0,2,2,9
5,2,10,4,1,1,1,1,18,1,0,23,11,0,2,1,9
5,2,10,4,1,1,1,1,18,1,0,57,13,0,2,2,9
5,2,10,4,1,1,1,1,18,1,0,70,11,0,2,1,19
5,3,17,2,2,1,1,1,1,1,0,37,11,0,2,1,11
5,4,23,2,1,2,1,1,18,1,0,53,11,0,2,1,15
5,4,23,2,1,2,1,1,18,1,0,5,21,0,2,2,15
5,4,23,2,1,2,1,1,18,1,1,29,22,0,2,2,15
5,4,23,2,1,2,1,1,18,1,0,9,23,0,2,2,15
5,5,18,3,1,1,1,1,18,1,0,38,11,0,2,1,2
5,5,1,2,2,1,1,1,1,1,1,21,13,0,2,2,1
5,5,12,3,1,1,1,1,18,1,0,39,97,0,2,2,4
5,6,9,2,1,1,1,1,18,1,0,62,11,0,2,1,4
5,6,13,2,1,1,1,3,18,1,1,26,13,0,2,2,13
5,7,16,2,1,1,1,1,18,1,1,70,11,0,2,1,9
5,7,16,2,1,1,1,1,18,1,1,12,21,0,2,2,9
5,7,16,2,1,1,1,1,18,1,0,1,23,0,2,2,9
5,7,9,2,1,3,2,2,18,1,1,22,11,0,2,1,11
5,7,15,2,1,1,1,1,18,1,0,18,11,0,2,1,2
5,7,8,2,1,3,2,1,18,1,0,20,13,0,1,2,2
5,7,8,2,1,3,2,1,18,1,1,27,23,0,1,2,2
6,1,14,2,3,1,1,1,18,1,0,52,11,0,2,1,11
6,3,7,4,1,1,1,1,18,7,0,41,11,0,2,1,7
6,3,7,4,1,1,1,1,18,1,1,40,11,0,2,1,1
6,3,7,4,1,1,1,1,18,7,0,36,11,0,2,1,3
6,3,17,2,1,1,1,1,18,1,1,90,11,0,2,1,8
6,3,17,2,1,1,1,1,18,1,1,2,21,0,2,2,8
6,4,13,2,1,1,1,1,18,1,0,85,11,0,2,1,8
6,4,14,2,1,1,1,1,18,1,0,76,11,0,2,1,3
6,4,14,2,1,1,1,1,18,1,0,41,13,0,2,2,3
6,4,8,2,1,1,1,1,18,1,1,79,11,0,2,1,2
6,5,19,2,1,3,2,1,18,1,1,27,13,0,2,2,11
6,5,12,3,2,1,1,1,18,1,1,17,11,0,2,1,9
6,5,12,3,2,1,1,1,18,1,1,16,13,0,2,2,9
6,5,15,2,1,1,1,1,18,1,0,68,11,0,2,1,17
6,5,15,2,1,1,1,1,18,1,0,61,13,0,2,2,17
6,5,15,2,1,1,1,1,18,1,0,19,13,0,2,2,3
6,5,19,2,1,1,1,1,18,1,0,55,11,0,1,1,18
6,5,17,2,2,3,2,1,1,1,0,43,11,0,2,1,4
6,5,19,3,1,1,1,1,18,1,0,22,11,0,2,1,10
6,6,15,4,1,2,2,1,3,1,1,63,11,0,2,1,7
6,6,16,3,1,1,1,1,18,1,0,27,11,0,2,1,9
6,6,16,3,1,1,1,1,18,1,1,1,23,0,2,2,12
6,6,12,2,1,2,1,1,18,1,0,27,13,0,2,2,3
6,6,2,3,1,1,1,1,18,1,0,54,11,0,2,1,6
6,6,2,3,1,1,1,1,18,1,0,32,23,0,2,2,6
6,6,18,3,1,1,1,1,18,1,0,74,13,0,2,2,1
6,6,18,3,1,1,1,1,18,1,0,36,11,0,2,1,2
6,6,18,3,1,1,1,1,18,1,1,47,13,0,2,2,2
6,7,1,2,1,1,1,1,18,1,0,32,11,0,2,1,20
6,7,18,2,1,1,1,1,18,1,0,36,11,0,2,1,6
7,1,10,3,1,1,1,1,18,1,1,39,11,0,2,1,9
7,1,2,4,2,2,1,3,1,1,0,17,11,0,2,1,12
7,1,2,4,2,2,1,3,1,1,0,18,13,0,2,2,12
7,2,15,3,1,1,1,1,18,1,0,66,11,0,2,1,1
7,2,15,3,1,1,1,1,18,1,1,65,13,0,2,2,1
7,2,13,2,1,1,1,1,18,1,0,76,11,0,2,1,2
7,2,12,2,1,1,1,1,18,1,1,70,11,0,2,1,6
7,3,12,3,1,1,1,1,18,1,0,47,13,0,2,2,9
7,3,10,2,3,1,1,1,18,1,1,34,11,0,2,1,4
7,4,7,2,1,1,1,1,18,1,0,4,23,0,2,2,18
7,4,3,2,1,1,1,1,18,1,1,22,13,0,2,2,2
7,4,3,2,1,1,1,1,18,1,1,23,21,0,2,2,2
7,4,21,2,1,1,1,1,18,17,0,53,11,0,13,4,2
7,5,19,4,2,2,1,1,18,1,0,58,11,0,2,1,2
7,5,22,2,1,1,1,1,18,1,1,80,23,0,1,2,6
7,5,15,2,1,1,1,1,18,10,1,88,21,0,2,2,2
7,5,15,2,1,1,1,1,18,10,0,25,23,0,2,2,2
7,5,15,2,1,1,1,1,18,1,0,2,21,0,2,2,4
7,5,14,3,1,3,2,1,18,1,0,1,22,0,2,2,3
7,5,14,3,1,3,2,1,18,1,0,5,23,0,2,2,3
7,5,10,2,2,1,1,1,1,1,1,31,11,0,2,1,10
7,5,10,2,2,1,1,1,1,1,0,6,21,0,2,2,10
7,5,10,2,2,1,1,1,1,1,1,5,23,0,2,2,10
7,5,10,2,2,1,1,1,1,7,0,42,12,0,2,2,5
7,6,17,2,2,1,1,1,18,1,0,37,11,0,1,1,9
7,6,17,2,2,1,1,1,18,1,0,4,21,0,2,2,9
7,6,14,2,1,1,1,1,18,1,0,51,11,0,2,1,5
7,6,9,2,1,1,1,3,18,1,0,16,11,0,2,1,5
7,6,15,2,2,1,1,1,1,1,0,25,11,0,2,1,1
7,6,15,2,2,1,1,1,1,1,0,23,13,0,2,2,1
7,7,11,2,1,2,1,1,18,1,0,55,13,0,2,2,1
7,7,11,2,1,2,1,1,18,1,1,21,21,0,2,2,1
7,7,11,2,1,2,1,1,18,1,1,2,23,0,2,2,1
7,7,3,2,1,1,1,1,18,1,0,22,13,0,2,2,4
7,7,9,3,2,1,1,1,1,1,1,50,11,0,2,1,6
7,7,9,3,2,1,1,1,1,1,1,13,13,0,2,2,6
8,1,8,4,2,2,1,1,3,1,0,24,11,0,2,1,8
8,1,17,3,3,1,2,1,18,1,0,33,11,0,2,1,22
8,1,8,2,1,1,1,1,17,1,0,59,11,0,2,1,6
8,2,17,2,2,1,1,1,18,1,0,6,13,0,1,2,7
8,2,18,2,1,1,1,1,18,1,0,44,11,0,2,1,14
8,3,17,3,2,2,1,1,18,1,0,38,11,0,2,1,11
8,3,17,3,2,2,1,1,18,1,1,32,13,0,2,2,11
8,3,17,3,2,2,1,1,18,1,0,3,21,0,2,2,11
8,3,17,3,2,2,1,1,18,1,0,5,22,0,2,2,11
8,3,17,3,2,2,1,1,18,1,0,24,11,0,2,1,11
8,3,1,2,1,1,1,1,18,1,0,18,11,0,2,1,8
8,4,12,2,3,1,1,1,18,1,1,77,13,0,2,2,8
8,4,10,3,3,1,1,1,18,1,1,78,11,0,2,1,19
8,4,12,4,1,1,1,1,18,1,0,73,11,0,2,1,24
8,5,18,4,2,3,2,1,18,1,0,37,11,0,2,1,16
8,5,18,2,2,3,2,1,18,1,1,48,11,0,2,1,7
8,5,11,3,2,1,5,1,1,1,1,35,11,0,2,1,2
8,5,5,2,1,1,1,1,18,8,0,48,13,0,2,2,7
8,5,5,2,1,1,1,1,18,1,0,62,11,0,2,1,7
8,6,19,2,2,1,1,2,1,1,1,58,11,0,1,1,4
8,6,2,4,1,2,1,1,18,1,0,16,13,0,1,2,12
8,6,22,2,1,1,1,1,18,1,1,5,23,0,2,2,12
8,6,2,4,1,1,1,1,18,1,1,29,11,0,2,1,7
8,7,15,2,1,1,1,5,18,1,1,35,21,0,2,2,11
8,7,15,2,1,1,1,5,18,1,0,43,23,0,2,2,11
8,7,23,3,2,3,2,1,1,1,0,67,11,0,2,1,10
8,7,2,2,1,1,1,1,18,1,0,41,11,0,2,1,11
8,7,11,3,1,1,1,1,18,1,1,60,11,0,2,1,3
8,7,1,2,1,1,1,1,18,1,0,27,11,0,2,1,11
8,7,1,2,1,1,1,1,18,1,0,23,33,0,2,2,8
8,7,1,2,1,1,1,1,18,1,0,54,13,0,2,2,8
8,7,1,2,1,1,1,1,18,1,1,19,31,0,2,2,8
9,1,16,2,1,1,1,1,18,1,1,19,11,0,2,1,13
9,1,13,2,2,1,1,1,1,1,0,63,11,0,2,1,3
9,1,13,2,2,1,1,1,1,11,0,33,13,0,2,2,2
9,1,15,2,2,1,1,1,18,8,0,58,12,0,2,2,11
9,2,21,2,2,1,2,1,3,1,1,23,11,0,2,1,22
9,2,8,3,1,3,2,3,18,1,0,33,13,0,2,2,8
9,2,11,2,1,1,1,1,18,1,0,56,11,0,2,1,19
9,2,10,2,1,3,2,4,18,1,0,1,21,0,2,2,14
9,2,17,2,1,1,1,1,18,1,0,72,11,0,2,1,20
9,2,8,3,1,1,1,2,18,1,1,30,11,0,2,1,12
9,2,8,3,1,1,1,2,18,1,0,1,23,0,2,2,12
9,2,16,3,1,1,1,1,18,1,0,37,11,0,2,1,3
9,2,18,3,1,1,1,2,18,8,0,56,11,0,2,1,4
9,2,17,3,1,1,1,3,18,1,1,64,11,0,2,1,11
9,2,17,3,1,1,1,3,18,1,0,3,22,0,2,2,18
9,3,12,2,1,1,1,1,18,1,1,82,11,0,2,1,8
9,3,12,2,1,1,1,1,18,1,1,85,13,0,2,2,8
9,3,9,2,1,1,1,1,18,8,0,44,11,0,2,1,16
9,4,22,2,1,1,1,2,18,1,0,33,11,0,2,1,11
9,5,21,2,1,3,2,1,18,1,0,24,11,0,2,1,6
9,6,2,2,1,1,1,1,18,8,0,47,12,0,1,2,0
9,6,12,2,1,1,1,1,18,1,0,25,11,0,2,1,7
9,6,12,2,1,1,1,1,18,1,0,17,21,0,2,2,7
9,6,12,2,1,1,1,1,18,1,0,19,23,0,2,2,7
9,6,15,2,1,1,1,1,18,1,1,61,11,0,2,1,2
9,6,14,2,3,3,2,1,18,1,0,33,11,0,2,1,16
9,6,14,2,3,3,2,1,18,1,1,35,13,0,2,2,16
9,6,14,2,3,3,2,1,18,1,0,11,21,0,2,2,16
9,6,14,2,3,3,2,1,18,1,0,7,22,0,2,2,16
9,6,14,2,3,3,2,1,18,1,0,7,23,0,2,2,16
9,6,14,2,3,3,2,1,18,1,0,3,32,0,2,2,16
9,6,19,2,1,1,1,1,18,1,0,84,11,0,2,1,7
9,7,9,2,1,2,1,1,18,1,1,59,11,0,2,1,9
9,7,9,2,1,2,1,1,18,1,1,63,13,0,2,2,9
9,7,8,3,1,1,1,1,18,1,1,31,11,0,2,1,12
9,7,8,3,1,1,1,1,18,1,1,1,23,0,2,2,12
9,7,3,5,1,1,1,1,18,1,1,23,11,0,2,1,8
9,7,16,2,1,2,1,2,18,1,1,46,11,0,1,1,9
9,7,16,3,2,1,1,1,18,1,1,24,11,0,2,1,5
9,7,19,2,1,3,2,1,18,1,0,58,11,0,2,1,15
9,7,19,2,3,1,2,1,18,1,0,39,11,0,2,1,2
9,7,19,2,3,1,2,1,18,1,1,34,13,0,2,2,2
9,7,19,2,3,1,2,1,18,1,0,3,21,0,2,2,2
9,7,19,2,3,1,2,1,18,1,1,1,23,0,2,2,2
10,1,11,4,1,1,1,1,18,1,0,72,11,0,2,1,10
10,1,7,2,1,1,1,1,18,1,1,37,11,0,2,1,11
10,1,7,2,1,1,1,1,18,1,1,8,23,0,2,2,11
10,2,13,2,1,1,1,1,8,8,0,53,11,0,2,1,9
10,2,7,4,2,3,2,5,3,1,1,43,11,0,2,1,3
10,2,7,4,2,3,2,5,3,1,1,26,13,0,2,2,3
10,2,7,4,2,3,2,5,3,1,0,47,11,0,2,1,14
10,2,6,2,2,6,2,1,1,1,0,71,11,0,2,1,4
10,2,12,2,1,1,1,1,18,1,1,45,11,0,1,1,1
10,2,8,2,1,1,1,1,18,7,0,30,13,0,2,2,10
10,2,8,2,1,1,1,1,18,7,0,36,21,0,2,2,10
10,3,18,2,1,1,1,1,18,14,1,32,21,0,9,5,12
10,3,8,2,1,1,1,1,18,1,0,65,11,0,2,1,0
10,3,14,2,2,1,6,5,18,1,1,43,11,0,2,1,1
10,3,18,2,1,1,1,1,18,1,0,22,11,0,2,1,1
10,3,18,2,1,1,1,1,18,1,0,1,23,0,2,2,1
10,5,20,2,1,1,1,1,18,1,1,18,13,0,2,2,9
10,5,0,2,1,1,1,1,17,1,0,49,11,0,2,1,16
10,6,7,3,1,2,2,3,18,1,1,35,11,0,2,1,15
10,6,7,3,1,2,2,3,18,1,0,40,11,0,2,1,0
10,6,21,2,1,1,1,1,18,1,0,16,13,0,2,2,14
10,6,18,2,1,1,1,1,18,1,0,57,11,0,2,1,1
10,6,17,2,1,1,2,1,18,1,0,24,11,0,2,1,20
10,6,17,2,1,1,2,1,18,1,0,11,13,0,1,2,11
10,6,17,2,1,1,2,1,18,1,0,5,23,0,1,2,11
10,6,9,2,1,1,1,1,18,1,1,40,11,0,2,1,3
10,6,22,2,1,1,1,1,18,8,0,39,11,0,2,1,20
10,7,4,2,2,1,1,1,18,1,0,46,11,0,2,1,2
10,7,12,2,1,3,2,2,18,1,0,42,11,0,2,1,5
10,7,6,4,1,1,1,1,18,1,0,20,11,0,2,1,3
10,7,3,2,1,1,1,1,18,1,1,27,13,0,2,2,24
11,1,7,2,1,1,1,4,18,1,1,38,13,0,2,2,8
11,1,7,2,1,1,1,4,18,1,0,7,23,0,2,2,8
11,2,23,2,2,1,1,1,1,1,0,38,13,0,2,2,16
11,2,23,2,2,1,1,1,1,1,1,28,23,0,2,2,16
11,2,17,2,3,1,2,1,18,1,0,22,11,0,2,1,13
11,2,9,2,3,1,1,1,18,1,1,28,11,0,2,1,7
11,2,9,2,3,1,1,1,18,1,0,25,13,0,2,2,11
11,3,7,2,2,1,1,1,3,1,1,22,11,0,2,1,1
11,3,8,3,1,1,1,1,18,1,0,79,11,0,2,1,19
11,3,8,3,1,1,1,1,18,1,1,69,13,0,2,2,19
11,3,18,4,1,1,1,1,18,7,0,30,11,0,2,1,0
11,3,18,4,1,1,1,1,18,7,0,31,32,0,13,2,0
11,3,18,4,1,1,1,1,18,5,0,24,11,0,2,1,7
11,3,18,4,1,1,1,1,18,5,0,64,13,0,2,2,7
11,3,9,2,1,1,1,1,18,1,1,66,11,0,2,1,14
11,3,9,2,1,1,1,1,18,1,1,9,21,0,2,2,14
11,4,17,2,1,1,1,1,18,1,0,8,13,0,2,2,11
11,4,23,2,1,3,2,1,18,1,0,39,13,0,2,2,23
11,5,19,3,1,1,1,1,18,1,0,35,11,0,2,1,5
11,5,19,3,1,1,1,1,18,1,1,24,13,0,2,2,5
11,5,9,2,1,2,1,1,18,1,1,73,21,0,2,2,13
11,5,9,2,1,2,1,1,18,1,0,31,23,0,2,2,13
11,5,9,2,1,1,2,1,18,1,1,38,11,0,2,1,6
11,5,20,2,1,1,1,1,8,1,0,56,11,0,2,1,19
11,5,22,2,1,1,2,1,18,1,1,11,21,0,2,2,13
11,5,15,2,1,5,5,4,18,1,0,57,11,0,2,1,6
11,5,20,2,2,1,1,1,3,1,0,23,21,0,1,2,1
11,5,8,2,1,1,1,1,18,1,1,18,13,0,2,2,8
